IdHogar;IdPersona;IdViaje;Edad;NivelEducativo;Sexo;Barrio;Estrato;CantidadHogares;TotalPersonas;RangoIngresos;TotalVehiculos;Municipio;Aplicacion;ModoPrincipal;Localidad;TipoVehiculo;DesplazamientoOrigen;Coordenadas_origen;DesplazamientoDestino;Cluster
10090;10090-1;10090-1-1;39;MED-COM;Sin Dato;BOSA BRASILIA;2;1;7;$828.117 - $ 1.500.000;0;BOGOTA, D.C;SinDato;TransMilenio;\N;No tiene vehículo;\N;;\N;cluster_0
10090;10090-1;10090-1-2;39;MED-COM;Sin Dato;BOSA BRASILIA;2;1;7;$828.117 - $ 1.500.000;0;BOGOTA, D.C;SinDato;TransMilenio;\N;No tiene vehículo;\N;;\N;cluster_0
10110;10110-1;10110-1-1;65;PRI-COM;Mujer;SOL DE SAN CARLOS  SECTOR 2;2;1;6;$ 1.500.001 - $ 2.000.000;0;BOGOTA, D.C;Uber ;A pie;RAFAEL URIBE URIBE;No tiene vehículo;RAFAEL URIBE URIBE;4°34?47?N 74°07?03?O;SAN CRISTOBAL;cluster_0
10110;10110-1;10110-1-2;65;PRI-COM;Mujer;SOL DE SAN CARLOS  SECTOR 2;2;1;6;$ 1.500.001 - $ 2.000.000;0;BOGOTA, D.C;Uber ;A pie;SAN CRISTOBAL;No tiene vehículo;SAN CRISTOBAL;4°33?53?N 74°05?00?O;RAFAEL URIBE URIBE;cluster_0
10152;10152-1;10152-1-2;43;MED-COM;Hombre;SAN MATEO;0;1;6;$ 1.500.001 - $ 2.000.000;1;SOACHA;Uber ;Auto;UPR;Carro;SOACHA;4°34'45.7'' N 74°13'0.6'' O;SOACHA;cluster_0
10152;10152-1;10152-1-1;43;MED-COM;Hombre;SAN MATEO;0;1;6;$ 1.500.001 - $ 2.000.000;1;SOACHA;Uber ;Auto;UPR;Carro;SOACHA;4°34'45.7'' N 74°13'0.6'' O;SOACHA;cluster_0
10152;10152-1;10152-1-3;43;MED-COM;Hombre;SAN MATEO;0;1;6;$ 1.500.001 - $ 2.000.000;1;SOACHA;Uber ;Auto;UPR;Carro;SOACHA;4°34'45.7'' N 74°13'0.6'' O;SOACHA;cluster_0
10192;10192-1;10192-1-1;35;MED-COM;Sin Dato;PARQUE CAMPESTRE;0;1;7;$ 0 - $ 828.116;0;SOACHA;SinDato;Intermunicipal;\N;No tiene vehículo;\N;;\N;cluster_0
10192;10192-1;10192-1-2;35;MED-COM;Sin Dato;PARQUE CAMPESTRE;0;1;7;$ 0 - $ 828.116;0;SOACHA;SinDato;Intermunicipal;\N;No tiene vehículo;\N;;\N;cluster_0
10194;10194-1;10194-1-3;28;PRI-IN;Sin Dato;BUENOS AIRES;1;1;7;$ 0 - $ 828.116;1;SOACHA;SinDato;TransMilenio;\N;Moto;\N;;\N;cluster_0
10194;10194-1;10194-1-1;28;PRI-IN;Sin Dato;BUENOS AIRES;1;1;7;$ 0 - $ 828.116;1;SOACHA;SinDato;TransMilenio;\N;Moto;\N;;\N;cluster_0
10194;10194-1;10194-1-2;28;PRI-IN;Sin Dato;BUENOS AIRES;1;1;7;$ 0 - $ 828.116;1;SOACHA;SinDato;TransMilenio;\N;Moto;\N;;\N;cluster_0
10197;10197-1;10197-1-2;43;MED-COM;Sin Dato;BUENOS AIRES;1;1;6;$ 2.000.001 - $ 2.500.000;0;SOACHA;SinDato;TransMilenio;\N;No tiene vehículo;\N;;\N;cluster_0
10197;10197-1;10197-1-1;43;MED-COM;Sin Dato;BUENOS AIRES;1;1;6;$ 2.000.001 - $ 2.500.000;0;SOACHA;SinDato;TransMilenio;\N;No tiene vehículo;\N;;\N;cluster_0
10199;10199-1;10199-1-1;49;SEC-IN;Mujer;VILLAS DE CASA LOMA;1;1;8;$ 0 - $ 828.116;0;SOACHA;Uber ;A pie;UPR;No tiene vehículo;SOACHA;4°34'45.7'' N 74°13'0.6'' O;CIUDAD BOLIVAR;cluster_0
10199;10199-1;10199-1-2;49;SEC-IN;Mujer;VILLAS DE CASA LOMA;1;1;8;$ 0 - $ 828.116;0;SOACHA;Uber ;A pie;CIUDAD BOLIVAR;No tiene vehículo;CIUDAD BOLIVAR;4°32?10?N 74°08?20?O;SOACHA;cluster_0
10340;10340-1;10340-1-3;43;SEC-IN;Sin Dato;BELLO HORIZONTE;2;1;6;$ 0 - $ 828.116;0;BOGOTA, D.C;SinDato;A pie;\N;No tiene vehículo;\N;;\N;cluster_0
10340;10340-1;10340-1-2;43;SEC-IN;Sin Dato;BELLO HORIZONTE;2;1;6;$ 0 - $ 828.116;0;BOGOTA, D.C;SinDato;A pie;\N;No tiene vehículo;\N;;\N;cluster_0
10340;10340-1;10340-1-1;43;SEC-IN;Sin Dato;BELLO HORIZONTE;2;1;6;$ 0 - $ 828.116;0;BOGOTA, D.C;SinDato;A pie;\N;No tiene vehículo;\N;;\N;cluster_0
10340;10340-1;10340-1-4;43;SEC-IN;Sin Dato;BELLO HORIZONTE;2;1;6;$ 0 - $ 828.116;0;BOGOTA, D.C;SinDato;A pie;\N;No tiene vehículo;\N;;\N;cluster_0
10368;10368-1;10368-1-1;40;UNI-COM;Hombre;CONJUNTO RECIDENCIAL LA FINCA;0;1;6;$ 1.500.001 - $ 2.000.000;1;MADRID;Cabify ;Intermunicipal;UPR;Carro;MADRID;;CIUDAD BOLIVAR;cluster_0
10368;10368-1;10368-1-2;40;UNI-COM;Hombre;CONJUNTO RECIDENCIAL LA FINCA;0;1;6;$ 1.500.001 - $ 2.000.000;1;MADRID;Uber ;Intermunicipal;CIUDAD BOLIVAR;Carro;CIUDAD BOLIVAR;4°32?10?N 74°08?20?O;MADRID;cluster_0
10396;10396-1;10396-1-1;51;SEC-COM;Hombre;USME PUEBLO;1;1;6;$ 2.500.001 - $ 3.500.000;0;BOGOTA, D.C;Uber ;TransMilenio;USME;No tiene vehículo;USME;;BARRIOS UNIDOS;cluster_0
10396;10396-1;10396-1-2;51;SEC-COM;Hombre;USME PUEBLO;1;1;6;$ 2.500.001 - $ 3.500.000;0;BOGOTA, D.C;Uber ;TransMilenio;BARRIOS UNIDOS;No tiene vehículo;BARRIOS UNIDOS;;USME;cluster_0
10413;10413-1;10413-1-2;56;MED-COM;Hombre;CANAIMA;2;1;6;$ 2.000.001 - $ 2.500.000;1;BOGOTA, D.C;Uber ;Auto;KENNEDY;Moto;KENNEDY;;USAQUEN;cluster_0
10413;10413-1;10413-1-1;56;MED-COM;Hombre;CANAIMA;2;1;6;$ 2.000.001 - $ 2.500.000;1;BOGOTA, D.C;Uber ;Otro;\N;Moto;\N;;KENNEDY;cluster_0
1044;1044-1;1044-1-2;49;PRI-COM;Mujer;ROMA;3;1;6;$828.117 - $ 1.500.000;2;BOGOTA, D.C;Uber ;A pie;SUBA;Moto;SUBA;;KENNEDY;cluster_0
1044;1044-1;1044-1-1;49;PRI-COM;Mujer;ROMA;3;1;6;$828.117 - $ 1.500.000;2;BOGOTA, D.C;Uber ;A pie;KENNEDY;Moto;KENNEDY;;SUBA;cluster_0
10461;10461-1;10461-1-2;50;PRI-IN;Mujer;OBANDO;2;1;6;$ 2.000.001 - $ 2.500.000;0;EL ROSAL;Uber ;Intermunicipal;UPR;No tiene vehículo;EL ROSAL;;EL ROSAL;cluster_0
10461;10461-1;10461-1-1;50;PRI-IN;Mujer;OBANDO;2;1;6;$ 2.000.001 - $ 2.500.000;0;EL ROSAL;Uber ;A pie;UPR;No tiene vehículo;EL ROSAL;;EL ROSAL;cluster_0
10461;10461-1;10461-1-3;50;PRI-IN;Mujer;OBANDO;2;1;6;$ 2.000.001 - $ 2.500.000;0;EL ROSAL;Uber ;Otro;UPR;No tiene vehículo;EL ROSAL;;EL ROSAL;cluster_0
10517;10517-1;10517-1-6;50;MED-COM;Hombre;SOACHA COMPARTIR;0;1;6;$828.117 - $ 1.500.000;0;SOACHA;Uber ;Transporte informal;BOSA;No tiene vehículo;BOSA;4°37?01?N 74°11?24?O;SOACHA;cluster_0
10517;10517-1;10517-1-1;50;MED-COM;Hombre;SOACHA COMPARTIR;0;1;6;$828.117 - $ 1.500.000;0;SOACHA;Uber ;TransMilenio;UPR;No tiene vehículo;SOACHA;4°34'45.7'' N 74°13'0.6'' O;BARRIOS UNIDOS;cluster_0
10517;10517-1;10517-1-5;50;MED-COM;Hombre;SOACHA COMPARTIR;0;1;6;$828.117 - $ 1.500.000;0;SOACHA;Uber ;Transporte informal;UPR;No tiene vehículo;SOACHA;4°34'45.7'' N 74°13'0.6'' O;BOSA;cluster_0
10517;10517-1;10517-1-3;50;MED-COM;Hombre;SOACHA COMPARTIR;0;1;6;$828.117 - $ 1.500.000;0;SOACHA;Uber ;TransMilenio;USAQUEN;No tiene vehículo;USAQUEN;;BARRIOS UNIDOS;cluster_0
10517;10517-1;10517-1-2;50;MED-COM;Hombre;SOACHA COMPARTIR;0;1;6;$828.117 - $ 1.500.000;0;SOACHA;Uber ;TransMilenio;BARRIOS UNIDOS;No tiene vehículo;BARRIOS UNIDOS;;USAQUEN;cluster_0
10517;10517-1;10517-1-4;50;MED-COM;Hombre;SOACHA COMPARTIR;0;1;6;$828.117 - $ 1.500.000;0;SOACHA;Uber ;TransMilenio;BARRIOS UNIDOS;No tiene vehículo;BARRIOS UNIDOS;;SOACHA;cluster_0
10550;10550-1;10550-1-1;61;SEC-IN;Mujer;GAVIOTAS;2;1;6;No sabe - No responde;1;BOJACA;Uber ;TransMilenio;UPR;Moto;BOJACA;4°44?01?N 74°20?32?O;CHAPINERO;cluster_0
10550;10550-1;10550-1-2;61;SEC-IN;Mujer;GAVIOTAS;2;1;6;No sabe - No responde;1;BOJACA;Uber ;TransMilenio;CHAPINERO;Moto;CHAPINERO;4°38?45?N 74°03?48?O;BOJACA;cluster_0
10553;10553-1;10553-1-1;53;PRI-IN;Hombre;SAN AGUSTIN;2;1;7;$ 0 - $ 828.116;0;BOJACA;Uber ;Bicicleta;UPR;No tiene vehículo;BOJACA;4°44?01?N 74°20?32?O;BOJACA;cluster_0
10553;10553-1;10553-1-2;53;PRI-IN;Hombre;SAN AGUSTIN;2;1;7;$ 0 - $ 828.116;0;BOJACA;Uber ;Transporte informal;UPR;No tiene vehículo;BOJACA;4°44?01?N 74°20?32?O;BOJACA;cluster_0
10553;10553-1;10553-1-3;53;PRI-IN;Hombre;SAN AGUSTIN;2;1;7;$ 0 - $ 828.116;0;BOJACA;Uber ;Transporte informal;UPR;No tiene vehículo;BOJACA;4°44?01?N 74°20?32?O;BOJACA;cluster_0
10585;10585-1;10585-1-2;65;PRI-IN;Sin Dato;SANTA MARTA;2;1;6;$ 0 - $ 828.116;0;BOGOTA, D.C;SinDato;TransMilenio;\N;No tiene vehículo;\N;;\N;cluster_0
10585;10585-1;10585-1-1;65;PRI-IN;Sin Dato;SANTA MARTA;2;1;6;$ 0 - $ 828.116;0;BOGOTA, D.C;SinDato;TransMilenio;\N;No tiene vehículo;\N;;\N;cluster_0
10599;10599-1;10599-1-3;34;SEC-COM;Mujer;LA ESPERANZA;6;1;6;$ 1.500.001 - $ 2.000.000;1;BOGOTA, D.C;Uber ;TransMilenio;\N;Moto;\N;;CHAPINERO;cluster_0
10599;10599-1;10599-1-1;34;SEC-COM;Mujer;LA ESPERANZA;6;1;6;$ 1.500.001 - $ 2.000.000;1;BOGOTA, D.C;Uber ;SITP Zonal;CHAPINERO;Moto;CHAPINERO;4°38?45?N 74°03?48?O;CHAPINERO;cluster_0
10599;10599-1;10599-1-2;34;SEC-COM;Mujer;LA ESPERANZA;6;1;6;$ 1.500.001 - $ 2.000.000;1;BOGOTA, D.C;Uber ;SITP Zonal;CHAPINERO;Moto;CHAPINERO;4°38?45?N 74°03?48?O;\N;cluster_0
10604;10604-1;10604-1-1;46;PRI-IN;Hombre;PORTAL DEL DIVINO;1;1;6;$ 2.000.001 - $ 2.500.000;1;BOGOTA, D.C;Uber ;SITP Zonal;USME;Moto;USME;;ANTONIO NARINO;cluster_0
10604;10604-1;10604-1-2;46;PRI-IN;Hombre;PORTAL DEL DIVINO;1;1;6;$ 2.000.001 - $ 2.500.000;1;BOGOTA, D.C;Uber ;SITP Zonal;ANTONIO NARINO;Moto;ANTONIO NARINO;4°35?30?N 74°06?23?O;USME;cluster_0
1061;1061-1;1061-1-4;36;SEC-COM;Hombre;BOSA PRIMAVERA;2;1;6;$ 0 - $ 828.116;0;BOGOTA, D.C;Uber ;A pie;USAQUEN;No tiene vehículo;USAQUEN;;BOSA;cluster_0
1061;1061-1;1061-1-2;36;SEC-COM;Hombre;BOSA PRIMAVERA;2;1;6;$ 0 - $ 828.116;0;BOGOTA, D.C;Uber ;A pie;BOSA;No tiene vehículo;BOSA;4°37?01?N 74°11?24?O;BOSA;cluster_0
1061;1061-1;1061-1-1;36;SEC-COM;Hombre;BOSA PRIMAVERA;2;1;6;$ 0 - $ 828.116;0;BOGOTA, D.C;Uber ;A pie;BOSA;No tiene vehículo;BOSA;4°37?01?N 74°11?24?O;BOSA;cluster_0
1061;1061-1;1061-1-3;36;SEC-COM;Hombre;BOSA PRIMAVERA;2;1;6;$ 0 - $ 828.116;0;BOGOTA, D.C;Uber ;A pie;BOSA;No tiene vehículo;BOSA;4°37?01?N 74°11?24?O;USAQUEN;cluster_0
10624;10624-1;10624-1-1;57;PRI-COM;Hombre;CENTRO;2;1;6;$ 2.000.001 - $ 2.500.000;1;TENJO;Uber ;Auto;UPR;Carro;TENJO;;\N;cluster_0
10624;10624-1;10624-1-2;57;PRI-COM;Hombre;CENTRO;2;1;6;$ 2.000.001 - $ 2.500.000;1;TENJO;Uber ;Auto;\N;Carro;\N;;TENJO;cluster_0
10625;10625-1;10625-1-1;37;PRI-COM;Hombre;LLERAS;2;1;7;$ 0 - $ 828.116;0;EL ROSAL;Uber ;Otro;UPR;No tiene vehículo;EL ROSAL;;EL ROSAL;cluster_0
10625;10625-1;10625-1-2;37;PRI-COM;Hombre;LLERAS;2;1;7;$ 0 - $ 828.116;0;EL ROSAL;Uber ;Otro;UPR;No tiene vehículo;EL ROSAL;;EL ROSAL;cluster_0
10678;10678-1;10678-1-2;40;MED-COM;Hombre;USME CENTRO;2;2;8;$ 0 - $ 828.116;0;BOGOTA, D.C;Uber ;TransMilenio;BARRIOS UNIDOS;No tiene vehículo;BARRIOS UNIDOS;;USME;cluster_0
10678;10678-1;10678-1-1;40;MED-COM;Hombre;USME CENTRO;2;2;8;$ 0 - $ 828.116;0;BOGOTA, D.C;Uber ;TransMilenio;USME;No tiene vehículo;USME;;BARRIOS UNIDOS;cluster_0
10684;10684-1;10684-1-1;24;MED-COM;Hombre;USME CENTRO;2;1;8;$ 0 - $ 828.116;0;BOGOTA, D.C;Uber ;TransMilenio;SUBA;No tiene vehículo;SUBA;;USME;cluster_0
10684;10684-1;10684-1-2;24;MED-COM;Hombre;USME CENTRO;2;1;8;$ 0 - $ 828.116;0;BOGOTA, D.C;Uber ;TransMilenio;USME;No tiene vehículo;USME;;BARRIOS UNIDOS;cluster_0
1075;1075-1;1075-1-1;48;PRI-COM;Hombre;GRAN COLOMBIANO;2;1;6;$ 2.000.001 - $ 2.500.000;0;BOGOTA, D.C;Uber ;Bicicleta;BOSA;No tiene vehículo;BOSA;4°37?01?N 74°11?24?O;\N;cluster_0
1075;1075-1;1075-1-2;48;PRI-COM;Hombre;GRAN COLOMBIANO;2;1;6;$ 2.000.001 - $ 2.500.000;0;BOGOTA, D.C;Uber ;Bicicleta;\N;No tiene vehículo;\N;;BOSA;cluster_0
10771;10771-1;10771-1-2;18;SEC-COM;Mujer;BOLONIA;1;2;8;$828.117 - $ 1.500.000;0;BOGOTA, D.C;Uber ;Alimentador;LOS MARTIRES;No tiene vehículo;LOS MARTIRES;;USME;cluster_0
10771;10771-1;10771-1-1;18;SEC-COM;Mujer;BOLONIA;1;2;8;$828.117 - $ 1.500.000;0;BOGOTA, D.C;Uber ;Alimentador;USME;No tiene vehículo;USME;;LOS MARTIRES;cluster_0
10773;10773-1;10773-1-1;44;PRI-IN;Mujer;LA REFORMA;1;1;7;$828.117 - $ 1.500.000;0;BOGOTA, D.C;Uber ;TransMilenio;USME;No tiene vehículo;USME;;CHAPINERO;cluster_0
10773;10773-1;10773-1-2;44;PRI-IN;Mujer;LA REFORMA;1;1;7;$828.117 - $ 1.500.000;0;BOGOTA, D.C;Uber ;TransMilenio;CHAPINERO;No tiene vehículo;CHAPINERO;4°38?45?N 74°03?48?O;USME;cluster_0
10812;10812-1;10812-1-2;42;TEC-IN;Hombre;MORELLA SAN MATEO;3;1;6;$ 0 - $ 828.116;2;SOACHA;Uber ;Auto;CHAPINERO;Carro y Moto;CHAPINERO;4°38?45?N 74°03?48?O;SOACHA;cluster_0
10812;10812-1;10812-1-1;42;TEC-IN;Hombre;MORELLA SAN MATEO;3;1;6;$ 0 - $ 828.116;2;SOACHA;Uber ;Auto;UPR;Carro y Moto;SOACHA;4°34'45.7'' N 74°13'0.6'' O;CHAPINERO;cluster_0
10832;10832-1;10832-1-4;30;MED-IN;Hombre;DANUBIO AZUL;1;1;6;$ 0 - $ 828.116;1;BOGOTA, D.C;Uber ;A pie;CIUDAD BOLIVAR;Moto;CIUDAD BOLIVAR;4°32?10?N 74°08?20?O;USME;cluster_0
10832;10832-1;10832-1-1;30;MED-IN;Hombre;DANUBIO AZUL;1;1;6;$ 0 - $ 828.116;1;BOGOTA, D.C;Uber ;A pie;USME;Moto;USME;;USME;cluster_0
10832;10832-1;10832-1-3;30;MED-IN;Hombre;DANUBIO AZUL;1;1;6;$ 0 - $ 828.116;1;BOGOTA, D.C;Uber ;A pie;USME;Moto;USME;;CIUDAD BOLIVAR;cluster_0
10832;10832-1;10832-1-2;30;MED-IN;Hombre;DANUBIO AZUL;1;1;6;$ 0 - $ 828.116;1;BOGOTA, D.C;Uber ;A pie;USME;Moto;USME;;USME;cluster_0
10859;10859-1;10859-1-3;45;PRI-COM;Hombre;SANTA ELENA;2;1;7;$828.117 - $ 1.500.000;0;BOJACA;Uber ;A pie;UPR;No tiene vehículo;BOJACA;4°44?01?N 74°20?32?O;BOJACA;cluster_0
10859;10859-1;10859-1-2;45;PRI-COM;Hombre;SANTA ELENA;2;1;7;$828.117 - $ 1.500.000;0;BOJACA;Uber ;Intermunicipal;\N;No tiene vehículo;\N;;BOJACA;cluster_0
10859;10859-1;10859-1-1;45;PRI-COM;Hombre;SANTA ELENA;2;1;7;$828.117 - $ 1.500.000;0;BOJACA;Uber ;Intermunicipal;UPR;No tiene vehículo;BOJACA;4°44?01?N 74°20?32?O;\N;cluster_0
10893;10893-1;10893-1-1;85;SEC-COM;Sin Dato;CENTRO;2;1;6;$ 2.500.001 - $ 3.500.000;1;TENJO;;A pie;\N;Carro;\N;;\N;cluster_0
10893;10893-1;10893-1-2;85;SEC-COM;Sin Dato;CENTRO;2;1;6;$ 2.500.001 - $ 3.500.000;1;TENJO;;A pie;\N;Carro;\N;;\N;cluster_0
10893;10893-1;10893-1-3;85;SEC-COM;Sin Dato;CENTRO;2;1;6;$ 2.500.001 - $ 3.500.000;1;TENJO;;Transporte publico individual;\N;Carro;\N;;\N;cluster_0
10900;10900-1;10900-1-3;62;SEC-COM;Hombre;BALCONES DE SAN JOSÃ‰;0;1;6;No sabe - No responde;0;SIBATE;Uber ;A pie;UPR;No tiene vehículo;SIBATE;;SIBATE;cluster_0
10900;10900-1;10900-1-1;62;SEC-COM;Hombre;BALCONES DE SAN JOSÃ‰;0;1;6;No sabe - No responde;0;SIBATE;Uber ;A pie;UPR;No tiene vehículo;SIBATE;;SIBATE;cluster_0
10900;10900-1;10900-1-2;62;SEC-COM;Hombre;BALCONES DE SAN JOSÃ‰;0;1;6;No sabe - No responde;0;SIBATE;Uber ;A pie;UPR;No tiene vehículo;SIBATE;;SIBATE;cluster_0
10928;10928-1;10928-1-2;50;TEC-COM;Hombre;NUEVO MUZU;3;2;7;$828.117 - $ 1.500.000;1;BOGOTA, D.C;Uber ;SITP Provisional;PUENTE ARANDA;Moto;PUENTE ARANDA;;TUNJUELITO;cluster_0
10928;10928-1;10928-1-1;50;TEC-COM;Hombre;NUEVO MUZU;3;2;7;$828.117 - $ 1.500.000;1;BOGOTA, D.C;Uber ;SITP Provisional;TUNJUELITO;Moto;TUNJUELITO;;PUENTE ARANDA;cluster_0
1094;1094-1;1094-1-1;71;MED-COM;Hombre;SABANA DE TIBABUYES;2;1;7;$ 1.500.001 - $ 2.000.000;0;BOGOTA, D.C;Uber ;TransMilenio;\N;No tiene vehículo;\N;;SUBA;cluster_0
10940;10940-1;10940-1-1;47;SEC-COM;Mujer;SAN RAFAEL SOACHA;0;1;6;$ 1.500.001 - $ 2.000.000;2;SOACHA;Uber ;A pie;UPR;Moto;SOACHA;4°34'45.7'' N 74°13'0.6'' O;SOACHA;cluster_0
10940;10940-1;10940-1-2;47;SEC-COM;Mujer;SAN RAFAEL SOACHA;0;1;6;$ 1.500.001 - $ 2.000.000;2;SOACHA;Uber ;A pie;UPR;Moto;SOACHA;4°34'45.7'' N 74°13'0.6'' O;SOACHA;cluster_0
10943;10943-1;10943-1-2;50;PRI-IN;Hombre;PARQUE CAMPESTRE;3;3;7;$828.117 - $ 1.500.000;0;SOACHA;Uber ;TransMilenio;TEUSAQUILLO;No tiene vehículo;TEUSAQUILLO;;SOACHA;cluster_0
10943;10943-1;10943-1-1;50;PRI-IN;Hombre;PARQUE CAMPESTRE;3;3;7;$828.117 - $ 1.500.000;0;SOACHA;Uber ;TransMilenio;UPR;No tiene vehículo;SOACHA;4°34'45.7'' N 74°13'0.6'' O;TEUSAQUILLO;cluster_0
10966;10966-1;10966-1-1;57;SEC-IN;Sin Dato;SAN MATEO;3;1;6;$828.117 - $ 1.500.000;1;SOACHA;;Transporte Escolar;\N;Camioneta;\N;;\N;cluster_0
10966;10966-1;10966-1-2;57;SEC-IN;Sin Dato;SAN MATEO;3;1;6;$828.117 - $ 1.500.000;1;SOACHA;;Transporte Escolar;\N;Camioneta;\N;;\N;cluster_0
1100;1100-1;1100-1-1;64;SEC-IN;Hombre;MOLINOS 2;2;1;6;$ 1.500.001 - $ 2.000.000;0;BOGOTA, D.C;Uber ;TransMilenio;RAFAEL URIBE URIBE;No tiene vehículo;RAFAEL URIBE URIBE;4°34?47?N 74°07?03?O;SUBA;cluster_0
1100;1100-1;1100-1-2;64;SEC-IN;Hombre;MOLINOS 2;2;1;6;$ 1.500.001 - $ 2.000.000;0;BOGOTA, D.C;Uber ;TransMilenio;SUBA;No tiene vehículo;SUBA;;RAFAEL URIBE URIBE;cluster_0
11004;11004-1;11004-1-1;56;PRI-IN;Hombre;ALFONSO LÃ“PEZ SECTOR PROGRESO;1;2;6;$ 2.500.001 - $ 3.500.000;1;BOGOTA, D.C;Uber ;SITP Zonal;USME;Carro;USME;;RAFAEL URIBE URIBE;cluster_0
11004;11004-1;11004-1-2;56;PRI-IN;Hombre;ALFONSO LÃ“PEZ SECTOR PROGRESO;1;2;6;$ 2.500.001 - $ 3.500.000;1;BOGOTA, D.C;Uber ;SITP Zonal;RAFAEL URIBE URIBE;Carro;RAFAEL URIBE URIBE;4°34?47?N 74°07?03?O;USME;cluster_0
1103;1103-1;1103-1-2;56;MED-COM;Mujer;VILLA DEL RIO;3;6;6;$ 2.500.001 - $ 3.500.000;0;BOGOTA, D.C;Uber ;TransMilenio;USAQUEN;No tiene vehículo;USAQUEN;;BOSA;cluster_0
1103;1103-1;1103-1-1;56;MED-COM;Mujer;VILLA DEL RIO;3;6;6;$ 2.500.001 - $ 3.500.000;0;BOGOTA, D.C;Uber ;TransMilenio;BOSA;No tiene vehículo;BOSA;4°37?01?N 74°11?24?O;USAQUEN;cluster_0
11050;11050-1;11050-1-2;42;UNI-COM;Sin Dato;NUEVA CASTILLA;2;1;6;$ 2.500.001 - $ 3.500.000;0;BOGOTA, D.C;;TransMilenio;\N;No tiene vehículo;\N;;\N;cluster_0
11050;11050-1;11050-1-3;42;UNI-COM;Sin Dato;NUEVA CASTILLA;2;1;6;$ 2.500.001 - $ 3.500.000;0;BOGOTA, D.C;;TransMilenio;\N;No tiene vehículo;\N;;\N;cluster_0
11050;11050-1;11050-1-1;42;UNI-COM;Sin Dato;NUEVA CASTILLA;2;1;6;$ 2.500.001 - $ 3.500.000;0;BOGOTA, D.C;;TransMilenio;\N;No tiene vehículo;\N;;\N;cluster_0
11060;11060-1;11060-1-2;51;MED-COM;Hombre;MARGARITAS ETAPA 2;1;1;6;$ 1.500.001 - $ 2.000.000;1;BOGOTA, D.C;Uber ;Auto;PUENTE ARANDA;Carro;PUENTE ARANDA;;KENNEDY;cluster_0
11060;11060-1;11060-1-1;51;MED-COM;Hombre;MARGARITAS ETAPA 2;1;1;6;$ 1.500.001 - $ 2.000.000;1;BOGOTA, D.C;Uber ;Auto;KENNEDY;Carro;KENNEDY;;PUENTE ARANDA;cluster_0
11080;11080-1;11080-1-2;63;SEC-IN;Hombre;TRINIDAD GALÃ?N;3;1;6;$ 1.500.001 - $ 2.000.000;0;BOGOTA, D.C;Uber ;SITP Provisional;KENNEDY;No tiene vehículo;KENNEDY;;PUENTE ARANDA;cluster_0
11080;11080-1;11080-1-1;63;SEC-IN;Hombre;TRINIDAD GALÃ?N;3;1;6;$ 1.500.001 - $ 2.000.000;0;BOGOTA, D.C;Uber ;SITP Provisional;PUENTE ARANDA;No tiene vehículo;PUENTE ARANDA;;KENNEDY;cluster_0
11088;11088-1;11088-1-2;43;SEC-COM;Mujer;LA CONCEPCION;2;1;7;$ 0 - $ 828.116;0;FACATATIVA;Uber ;A pie;UPR;No tiene vehículo;FACATATIVA;;FACATATIVA;cluster_0
11088;11088-1;11088-1-1;43;SEC-COM;Mujer;LA CONCEPCION;2;1;7;$ 0 - $ 828.116;0;FACATATIVA;Uber ;A pie;UPR;No tiene vehículo;FACATATIVA;;FACATATIVA;cluster_0
11098;11098-1;11098-1-1;48;POS-COM;Hombre;CIUDAD BERNA;3;3;6;No sabe - No responde;0;BOGOTA, D.C;Uber ;Transporte publico individual;ANTONIO NARINO;No tiene vehículo;ANTONIO NARINO;4°35?30?N 74°06?23?O;\N;cluster_0
11098;11098-1;11098-1-3;48;POS-COM;Hombre;CIUDAD BERNA;3;3;6;No sabe - No responde;0;BOGOTA, D.C;Uber ;Transporte publico individual;USAQUEN;No tiene vehículo;USAQUEN;;ANTONIO NARINO;cluster_0
11098;11098-1;11098-1-2;48;POS-COM;Hombre;CIUDAD BERNA;3;3;6;No sabe - No responde;0;BOGOTA, D.C;Uber ;Transporte publico individual;\N;No tiene vehículo;\N;;USAQUEN;cluster_0
11196;11196-1;11196-1-2;32;MED-COM;Hombre;CENTRO;2;1;7;$828.117 - $ 1.500.000;0;TENJO;Uber ;Bicicleta;UPR;No tiene vehículo;TENJO;;TENJO;cluster_0
11196;11196-1;11196-1-1;32;MED-COM;Hombre;CENTRO;2;1;7;$828.117 - $ 1.500.000;0;TENJO;Uber ;Bicicleta;UPR;No tiene vehículo;TENJO;;TENJO;cluster_0
11198;11198-1;11198-1-3;52;MED-COM;Sin Dato;FLORESTA SUR;2;1;6;$ 2.000.001 - $ 2.500.000;0;BOGOTA, D.C;;Auto;\N;No tiene vehículo;\N;;\N;cluster_0
11198;11198-1;11198-1-4;52;MED-COM;Sin Dato;FLORESTA SUR;2;1;6;$ 2.000.001 - $ 2.500.000;0;BOGOTA, D.C;;Auto;\N;No tiene vehículo;\N;;\N;cluster_0
11198;11198-1;11198-1-1;52;MED-COM;Sin Dato;FLORESTA SUR;2;1;6;$ 2.000.001 - $ 2.500.000;0;BOGOTA, D.C;;Auto;\N;No tiene vehículo;\N;;\N;cluster_0
