IdHogar;IdPersona;IdViaje;Edad;NivelEducativo;Sexo;Barrio;Estrato;CantidadHogares;TotalPersonas;RangoIngresos;TotalVehiculos;Municipio;Aplicacion;ModoPrincipal;Localidad;TipoVehiculo;DesplazamientoOrigen;Coordenadas_origen;DesplazamientoDestino;Cluster
18551;18551-2;18551-2-2;37;UNI-COM;Mujer;LA COLINA;4;1;6;$4.900.001 - $ 6.800.000;1;BOGOTA, D.C;Cabify ;Auto;ENGATIVA;Carro;ENGATIVA;;\N;cluster_0
18551;18551-2;18551-2-1;37;UNI-COM;Mujer;LA COLINA;4;1;6;$4.900.001 - $ 6.800.000;1;BOGOTA, D.C;Cabify ;Auto;SUBA;Carro;SUBA;;ENGATIVA;cluster_0
18595;18595-2;18595-2-1;47;MED-IN;Mujer;URBANO SUETANO;3;1;7;$828.117 - $ 1.500.000;1;SOPO;Uber ;A pie;UPR;Carro;SOPO;;SOPO;cluster_0
18595;18595-2;18595-2-2;47;MED-IN;Mujer;URBANO SUETANO;3;1;7;$828.117 - $ 1.500.000;1;SOPO;Uber ;A pie;UPR;Carro;SOPO;;SOPO;cluster_0
18595;18595-2;18595-2-6;47;MED-IN;Mujer;URBANO SUETANO;3;1;7;$828.117 - $ 1.500.000;1;SOPO;Uber ;A pie;UPR;Carro;SOPO;;SOPO;cluster_0
18595;18595-2;18595-2-7;47;MED-IN;Mujer;URBANO SUETANO;3;1;7;$828.117 - $ 1.500.000;1;SOPO;Uber ;A pie;\N;Carro;\N;;SOPO;cluster_0
18595;18595-2;18595-2-4;47;MED-IN;Mujer;URBANO SUETANO;3;1;7;$828.117 - $ 1.500.000;1;SOPO;Uber ;A pie;UPR;Carro;SOPO;;SOPO;cluster_0
18595;18595-2;18595-2-3;47;MED-IN;Mujer;URBANO SUETANO;3;1;7;$828.117 - $ 1.500.000;1;SOPO;Uber ;A pie;UPR;Carro;SOPO;;SOPO;cluster_0
18595;18595-2;18595-2-5;47;MED-IN;Mujer;URBANO SUETANO;3;1;7;$828.117 - $ 1.500.000;1;SOPO;Uber ;A pie;UPR;Carro;SOPO;;SOPO;cluster_0
18642;18642-2;18642-2-1;49;Ninguno;Sin Dato;DIVINO DIOS;1;1;6;$4.900.001 - $ 6.800.000;2;BOGOTA, D.C;Uber ;A pie;CHAPINERO;Camioneta;CHAPINERO;4°38?45?N 74°03?48?O;CHAPINERO;cluster_0
1865;1865-2;1865-2-5;49;MED-IN;Hombre;CANDELARIA LA NUEVA;2;1;6;$ 1.500.001 - $ 2.000.000;1;BOGOTA, D.C;Uber ;TransMilenio;CHAPINERO;Moto;CHAPINERO;4°38?45?N 74°03?48?O;RAFAEL URIBE URIBE;cluster_0
1865;1865-2;1865-2-4;49;MED-IN;Hombre;CANDELARIA LA NUEVA;2;1;6;$ 1.500.001 - $ 2.000.000;1;BOGOTA, D.C;Uber ;A pie;CHAPINERO;Moto;CHAPINERO;4°38?45?N 74°03?48?O;CHAPINERO;cluster_0
1865;1865-2;1865-2-1;49;MED-IN;Hombre;CANDELARIA LA NUEVA;2;1;6;$ 1.500.001 - $ 2.000.000;1;BOGOTA, D.C;Uber ;SITP Zonal;CIUDAD BOLIVAR;Moto;CIUDAD BOLIVAR;4°32?10?N 74°08?20?O;RAFAEL URIBE URIBE;cluster_0
1865;1865-2;1865-2-6;49;MED-IN;Hombre;CANDELARIA LA NUEVA;2;1;6;$ 1.500.001 - $ 2.000.000;1;BOGOTA, D.C;Uber ;SITP Zonal;RAFAEL URIBE URIBE;Moto;RAFAEL URIBE URIBE;4°34?47?N 74°07?03?O;CIUDAD BOLIVAR;cluster_0
1865;1865-2;1865-2-3;49;MED-IN;Hombre;CANDELARIA LA NUEVA;2;1;6;$ 1.500.001 - $ 2.000.000;1;BOGOTA, D.C;Uber ;A pie;\N;Moto;\N;;CHAPINERO;cluster_0
1865;1865-2;1865-2-2;49;MED-IN;Hombre;CANDELARIA LA NUEVA;2;1;6;$ 1.500.001 - $ 2.000.000;1;BOGOTA, D.C;Uber ;TransMilenio;RAFAEL URIBE URIBE;Moto;RAFAEL URIBE URIBE;4°34?47?N 74°07?03?O;\N;cluster_0
18731;18731-2;18731-2-2;68;PRI-IN;Sin Dato;CENTRO;2;1;6;$ 0 - $ 828.116;0;COTA;Uber ;A pie;UPR;No tiene vehículo;COTA;;COTA;cluster_0
18731;18731-2;18731-2-4;68;PRI-IN;Sin Dato;CENTRO;2;1;6;$ 0 - $ 828.116;0;COTA;Uber ;Transporte informal;UPR;No tiene vehículo;COTA;;COTA;cluster_0
18731;18731-2;18731-2-1;68;PRI-IN;Sin Dato;CENTRO;2;1;6;$ 0 - $ 828.116;0;COTA;Uber ;A pie;UPR;No tiene vehículo;COTA;;COTA;cluster_0
18731;18731-2;18731-2-3;68;PRI-IN;Sin Dato;CENTRO;2;1;6;$ 0 - $ 828.116;0;COTA;Uber ;Transporte informal;UPR;No tiene vehículo;COTA;;COTA;cluster_0
18842;18842-2;18842-2-2;42;MED-COM;Mujer;PUEBLO VIEJO;2;1;8;$ 1.500.001 - $ 2.000.000;1;COTA;Uber ;Bicicleta;\N;Moto;\N;;COTA;cluster_0
18842;18842-2;18842-2-1;42;MED-COM;Mujer;PUEBLO VIEJO;2;1;8;$ 1.500.001 - $ 2.000.000;1;COTA;Uber ;Bicicleta;UPR;Moto;COTA;;\N;cluster_0
18846;18846-2;18846-2-1;53;PRI-IN;Mujer;PUEBLO VIEJO;2;1;6;$ 2.500.001 - $ 3.500.000;1;COTA;Uber ;A pie;UPR;Moto;COTA;;COTA;cluster_0
18846;18846-2;18846-2-2;53;PRI-IN;Mujer;PUEBLO VIEJO;2;1;6;$ 2.500.001 - $ 3.500.000;1;COTA;Uber ;A pie;UPR;Moto;COTA;;COTA;cluster_0
18883;18883-2;18883-2-1;9;PRI-IN;Sin Dato;PORTAL EL DIVINO;1;1;6;$ 0 - $ 828.116;0;BOGOTA, D.C;Uber ;Transporte informal;USME;No tiene vehículo;USME;;USME;cluster_0
18883;18883-2;18883-2-2;9;PRI-IN;Sin Dato;PORTAL EL DIVINO;1;1;6;$ 0 - $ 828.116;0;BOGOTA, D.C;Uber ;Transporte informal;USME;No tiene vehículo;USME;;USME;cluster_0
19000;19000-2;19000-2-1;44;MED-COM;Mujer;CENTRO;2;1;6;$ 1.500.001 - $ 2.000.000;1;COTA;Uber ;A pie;UPR;Moto;COTA;;COTA;cluster_0
19000;19000-2;19000-2-2;44;MED-COM;Mujer;CENTRO;2;1;6;$ 1.500.001 - $ 2.000.000;1;COTA;Uber ;A pie;UPR;Moto;COTA;;COTA;cluster_0
19000;19000-2;19000-2-4;44;MED-COM;Mujer;CENTRO;2;1;6;$ 1.500.001 - $ 2.000.000;1;COTA;Uber ;A pie;UPR;Moto;COTA;;COTA;cluster_0
19000;19000-2;19000-2-3;44;MED-COM;Mujer;CENTRO;2;1;6;$ 1.500.001 - $ 2.000.000;1;COTA;Uber ;A pie;UPR;Moto;COTA;;COTA;cluster_0
19020;19020-2;19020-2-2;27;TEC-COM;Mujer;PITI;2;3;6;$828.117 - $ 1.500.000;0;BOGOTA, D.C;Uber ;TransMilenio;SUBA;No tiene vehículo;SUBA;;USAQUEN;cluster_0
19020;19020-2;19020-2-1;27;TEC-COM;Mujer;PITI;2;3;6;$828.117 - $ 1.500.000;0;BOGOTA, D.C;Uber ;TransMilenio;USAQUEN;No tiene vehículo;USAQUEN;;SUBA;cluster_0
19318;19318-2;19318-2-4;21;MED-COM;Hombre;YUNIZA;1;4;7;No sabe - No responde;0;BOGOTA, D.C;Uber ;A pie;KENNEDY;No tiene vehículo;KENNEDY;;USME;cluster_0
19318;19318-2;19318-2-2;21;MED-COM;Hombre;YUNIZA;1;4;7;No sabe - No responde;0;BOGOTA, D.C;Uber ;A pie;CHAPINERO;No tiene vehículo;CHAPINERO;4°38?45?N 74°03?48?O;USME;cluster_0
19318;19318-2;19318-2-1;21;MED-COM;Hombre;YUNIZA;1;4;7;No sabe - No responde;0;BOGOTA, D.C;Uber ;A pie;USME;No tiene vehículo;USME;;CHAPINERO;cluster_0
19318;19318-2;19318-2-3;21;MED-COM;Hombre;YUNIZA;1;4;7;No sabe - No responde;0;BOGOTA, D.C;Uber ;A pie;USME;No tiene vehículo;USME;;KENNEDY;cluster_0
1932;1932-2;1/02/1932;5;PRE;Sin Dato;COSTA RICA;2;2;7;$ 1.500.001 - $ 2.000.000;0;BOGOTA, D.C;Uber ;A pie;SUBA;No tiene vehículo;SUBA;;SUBA;cluster_0
1932;1932-2;2/02/1932;5;PRE;Sin Dato;COSTA RICA;2;2;7;$ 1.500.001 - $ 2.000.000;0;BOGOTA, D.C;Uber ;A pie;SUBA;No tiene vehículo;SUBA;;SUBA;cluster_0
19397;19397-2;19397-2-3;67;Ninguno;Mujer;BRAZUELO SANTA INES;1;1;6;$ 0 - $ 828.116;0;BOGOTA, D.C;Uber ;A pie;USME;No tiene vehículo;USME;;USME;cluster_0
19397;19397-2;19397-2-4;67;Ninguno;Mujer;BRAZUELO SANTA INES;1;1;6;$ 0 - $ 828.116;0;BOGOTA, D.C;Uber ;A pie;USME;No tiene vehículo;USME;;USME;cluster_0
19397;19397-2;19397-2-1;67;Ninguno;Mujer;BRAZUELO SANTA INES;1;1;6;$ 0 - $ 828.116;0;BOGOTA, D.C;Uber ;SITP Zonal;USME;No tiene vehículo;USME;;USME;cluster_0
19397;19397-2;19397-2-2;67;Ninguno;Mujer;BRAZUELO SANTA INES;1;1;6;$ 0 - $ 828.116;0;BOGOTA, D.C;Uber ;SITP Zonal;USME;No tiene vehículo;USME;;USME;cluster_0
1941;1941-2;1/02/1941;40;PRI-COM;Mujer;BOSA PORVENIR;1;1;6;$ 2.000.001 - $ 2.500.000;2;BOGOTA, D.C;Uber ;A pie;BOSA;No tiene vehículo;BOSA;4°37?01?N 74°11?24?O;TEUSAQUILLO;cluster_0
1941;1941-2;2/02/1941;40;PRI-COM;Mujer;BOSA PORVENIR;1;1;6;$ 2.000.001 - $ 2.500.000;2;BOGOTA, D.C;Uber ;A pie;TEUSAQUILLO;No tiene vehículo;TEUSAQUILLO;;BOSA;cluster_0
19449;19449-2;19449-2-1;52;MED-COM;Mujer;TOBERIN;2;1;6;No sabe - No responde;0;BOGOTA, D.C;Uber ;SITP Provisional;USAQUEN;No tiene vehículo;USAQUEN;;CHAPINERO;cluster_0
19449;19449-2;19449-2-2;52;MED-COM;Mujer;TOBERIN;2;1;6;No sabe - No responde;0;BOGOTA, D.C;Uber ;SITP Provisional;CHAPINERO;No tiene vehículo;CHAPINERO;4°38?45?N 74°03?48?O;USAQUEN;cluster_0
19450;19450-2;19450-2-2;48;MED-IN;Sin Dato;TOBERIN;2;1;6;$ 2.000.001 - $ 2.500.000;2;BOGOTA, D.C;Uber ;A pie;USAQUEN;No tiene vehículo;USAQUEN;;USAQUEN;cluster_0
19450;19450-2;19450-2-1;48;MED-IN;Sin Dato;TOBERIN;2;1;6;$ 2.000.001 - $ 2.500.000;2;BOGOTA, D.C;Uber ;A pie;USAQUEN;No tiene vehículo;USAQUEN;;USAQUEN;cluster_0
19469;19469-2;19469-2-1;50;TEC-COM;Mujer;LOS ANDES;3;1;7;$4.900.001 - $ 6.800.000;2;SOPO;Uber ;A pie;UPR;No tiene vehículo;SOPO;;SOPO;cluster_0
19469;19469-2;19469-2-4;50;TEC-COM;Mujer;LOS ANDES;3;1;7;$4.900.001 - $ 6.800.000;2;SOPO;Uber ;Auto;UPR;No tiene vehículo;SOPO;;SOPO;cluster_0
19469;19469-2;19469-2-3;50;TEC-COM;Mujer;LOS ANDES;3;1;7;$4.900.001 - $ 6.800.000;2;SOPO;Uber ;Auto;UPR;No tiene vehículo;SOPO;;SOPO;cluster_0
19469;19469-2;19469-2-2;50;TEC-COM;Mujer;LOS ANDES;3;1;7;$4.900.001 - $ 6.800.000;2;SOPO;Uber ;Auto;UPR;No tiene vehículo;SOPO;;SOPO;cluster_0
19470;19470-2;19470-2-3;58;TEC-COM;Mujer;BARRIO LA CAROLINA ESCTOR SAN AGUSTIN;2;1;7;$ 2.000.001 - $ 2.500.000;1;SOPO;Uber ;Auto;UPR;Carro;SOPO;;SOPO;cluster_0
19470;19470-2;19470-2-1;58;TEC-COM;Mujer;BARRIO LA CAROLINA ESCTOR SAN AGUSTIN;2;1;7;$ 2.000.001 - $ 2.500.000;1;SOPO;Uber ;A pie;UPR;Carro;SOPO;;SOPO;cluster_0
19470;19470-2;19470-2-2;58;TEC-COM;Mujer;BARRIO LA CAROLINA ESCTOR SAN AGUSTIN;2;1;7;$ 2.000.001 - $ 2.500.000;1;SOPO;Uber ;Auto;UPR;Carro;SOPO;;SOPO;cluster_0
19476;19476-2;19476-2-2;54;PRI-COM;Mujer;CNJ AGRUPACION DE VIVIENDA AV. CENTENARIO ETAPA 1 LOTE2;3;1;7;$ 2.500.001 - $ 3.500.000;1;BOGOTA, D.C;Uber ;SITP Zonal;SUBA;Carro;SUBA;;FONTIBON;cluster_0
19476;19476-2;19476-2-1;54;PRI-COM;Mujer;CNJ AGRUPACION DE VIVIENDA AV. CENTENARIO ETAPA 1 LOTE2;3;1;7;$ 2.500.001 - $ 3.500.000;1;BOGOTA, D.C;Uber ;SITP Zonal;FONTIBON;Carro;FONTIBON;;SUBA;cluster_0
19525;19525-2;19525-2-2;72;PRI-COM;Mujer;CENTRO;2;1;6;$ 0 - $ 828.116;0;COTA;Uber ;Intermunicipal;UPR;No tiene vehículo;COTA;;COTA;cluster_0
19525;19525-2;19525-2-1;72;PRI-COM;Mujer;CENTRO;2;1;6;$ 0 - $ 828.116;0;COTA;Uber ;Intermunicipal;UPR;No tiene vehículo;COTA;;COTA;cluster_0
19536;19536-2;19536-2-1;74;MED-IN;Sin Dato;CIUDAD JARDIN SUR;3;1;7;Mas de $ 9.000.000;2;BOGOTA, D.C;;Moto;\N;Carro;\N;;\N;cluster_0
19536;19536-2;19536-2-2;74;MED-IN;Sin Dato;CIUDAD JARDIN SUR;3;1;7;Mas de $ 9.000.000;2;BOGOTA, D.C;;Moto;\N;Carro;\N;;\N;cluster_0
19565;19565-2;19565-2-1;36;MED-COM;Mujer;MOLINOS 2;2;6;6;$ 1.500.001 - $ 2.000.000;0;BOGOTA, D.C;Uber ;SITP Zonal;TEUSAQUILLO;No tiene vehículo;TEUSAQUILLO;;TEUSAQUILLO;cluster_0
19590;19590-2;19590-2-1;35;MED-COM;Hombre;VILLAS DEL SAUCE;2;1;7;$ 1.500.001 - $ 2.000.000;1;GACHANCIPA;Uber ;Otro;UPR;Carro;GACHANCIPA;;\N;cluster_0
19591;19591-2;19591-2-3;34;UNI-COM;Mujer;ASIVAG;2;2;6;$ 2.500.001 - $ 3.500.000;1;GACHANCIPA;Uber ;Intermunicipal;\N;Carro;\N;;GACHANCIPA;cluster_0
19591;19591-2;19591-2-1;34;UNI-COM;Mujer;ASIVAG;2;2;6;$ 2.500.001 - $ 3.500.000;1;GACHANCIPA;Uber ;TransMilenio;UPR;Carro;GACHANCIPA;;ENGATIVA;cluster_0
19591;19591-2;19591-2-2;34;UNI-COM;Mujer;ASIVAG;2;2;6;$ 2.500.001 - $ 3.500.000;1;GACHANCIPA;Uber ;TransMilenio;ENGATIVA;Carro;ENGATIVA;;\N;cluster_0
1962;1962-2;1/02/1962;33;TEC-COM;Mujer;COSTA AZUL;3;1;6;$828.117 - $ 1.500.000;0;BOGOTA, D.C;Uber ;TransMilenio;SUBA;No tiene vehículo;SUBA;;USAQUEN;cluster_0
1962;1962-2;2/02/1962;33;TEC-COM;Mujer;COSTA AZUL;3;1;6;$828.117 - $ 1.500.000;0;BOGOTA, D.C;Uber ;SITP Zonal;USAQUEN;No tiene vehículo;USAQUEN;;SUBA;cluster_0
1967;1967-2;2/02/1967;48;UNI-COM;Mujer;AMÃ‰RICAS OCCIDENTAL;3;1;6;$ 3.500.001 - $ 4.900.000;1;BOGOTA, D.C;Uber ;SITP Zonal;CANDELARIA;Carro;CANDELARIA;4°35?30?N 74°04?27?O;KENNEDY;cluster_0
1967;1967-2;1/02/1967;48;UNI-COM;Mujer;AMÃ‰RICAS OCCIDENTAL;3;1;6;$ 3.500.001 - $ 4.900.000;1;BOGOTA, D.C;Uber ;SITP Zonal;KENNEDY;Carro;KENNEDY;;CANDELARIA;cluster_0
19725;19725-2;19725-2-2;45;UNI-COM;Sin Dato;SANTA RITA;3;1;6;$ 6.800.001 - $ 9.000.000;2;BOGOTA, D.C;Uber ;Moto;USAQUEN;Carro y Moto;USAQUEN;;PUENTE ARANDA;cluster_0
19725;19725-2;19725-2-1;45;UNI-COM;Sin Dato;SANTA RITA;3;1;6;$ 6.800.001 - $ 9.000.000;2;BOGOTA, D.C;Uber ;Moto;PUENTE ARANDA;Carro y Moto;PUENTE ARANDA;;USAQUEN;cluster_0
19755;19755-2;19755-2-6;88;PRI-IN;Mujer;MIRANDELA;3;1;6;$ 2.500.001 - $ 3.500.000;1;BOGOTA, D.C;Uber ;TransMilenio;CHAPINERO;Carro;CHAPINERO;4°38?45?N 74°03?48?O;TEUSAQUILLO;cluster_0
19755;19755-2;19755-2-3;88;PRI-IN;Mujer;MIRANDELA;3;1;6;$ 2.500.001 - $ 3.500.000;1;BOGOTA, D.C;Uber ;A pie;LOS MARTIRES;Carro;LOS MARTIRES;;SANTA FE;cluster_0
19755;19755-2;19755-2-8;88;PRI-IN;Mujer;MIRANDELA;3;1;6;$ 2.500.001 - $ 3.500.000;1;BOGOTA, D.C;Uber ;A pie;USAQUEN;Carro;USAQUEN;;USAQUEN;cluster_0
19755;19755-2;19755-2-4;88;PRI-IN;Mujer;MIRANDELA;3;1;6;$ 2.500.001 - $ 3.500.000;1;BOGOTA, D.C;Uber ;Transporte publico individual;SANTA FE;Carro;SANTA FE;;SANTA FE;cluster_0
19755;19755-2;19755-2-5;88;PRI-IN;Mujer;MIRANDELA;3;1;6;$ 2.500.001 - $ 3.500.000;1;BOGOTA, D.C;Uber ;Transporte publico individual;SANTA FE;Carro;SANTA FE;;CHAPINERO;cluster_0
19755;19755-2;19755-2-2;88;PRI-IN;Mujer;MIRANDELA;3;1;6;$ 2.500.001 - $ 3.500.000;1;BOGOTA, D.C;Uber ;A pie;\N;Carro;\N;;LOS MARTIRES;cluster_0
19755;19755-2;19755-2-7;88;PRI-IN;Mujer;MIRANDELA;3;1;6;$ 2.500.001 - $ 3.500.000;1;BOGOTA, D.C;Uber ;TransMilenio;TEUSAQUILLO;Carro;TEUSAQUILLO;;USAQUEN;cluster_0
19755;19755-2;19755-2-1;88;PRI-IN;Mujer;MIRANDELA;3;1;6;$ 2.500.001 - $ 3.500.000;1;BOGOTA, D.C;Uber ;TransMilenio;SUBA;Carro;SUBA;;\N;cluster_0
1983;1983-2;1/02/1983;55;SEC-IN;Mujer;MARIA PAZ;2;1;6;$ 0 - $ 828.116;0;BOGOTA, D.C;Uber ;A pie;KENNEDY;No tiene vehículo;KENNEDY;;KENNEDY;cluster_0
1983;1983-2;2/02/1983;55;SEC-IN;Mujer;MARIA PAZ;2;1;6;$ 0 - $ 828.116;0;BOGOTA, D.C;Uber ;A pie;KENNEDY;No tiene vehículo;KENNEDY;;KENNEDY;cluster_0
19867;19867-2;19867-2-1;30;UNI-COM;Mujer;LIBERTADOR;2;1;6;$ 3.500.001 - $ 4.900.000;0;COTA;Uber ;Intermunicipal;UPR;No tiene vehículo;COTA;;\N;cluster_0
19867;19867-2;19867-2-2;30;UNI-COM;Mujer;LIBERTADOR;2;1;6;$ 3.500.001 - $ 4.900.000;0;COTA;Uber ;Intermunicipal;\N;No tiene vehículo;\N;;COTA;cluster_0
19870;19870-2;19870-2-2;42;MED-COM;Mujer;NUEVA CASTILLA;2;1;6;$ 0 - $ 828.116;0;BOGOTA, D.C;Uber ;A pie;KENNEDY;No tiene vehículo;KENNEDY;;KENNEDY;cluster_0
19870;19870-2;19870-2-1;42;MED-COM;Mujer;NUEVA CASTILLA;2;1;6;$ 0 - $ 828.116;0;BOGOTA, D.C;Uber ;A pie;KENNEDY;No tiene vehículo;KENNEDY;;KENNEDY;cluster_0
19889;19889-2;19889-2-1;67;PRI-IN;Sin Dato;JUAN JOSE RONDON;1;1;8;$ 2.000.001 - $ 2.500.000;1;BOGOTA, D.C;Uber ;TransMilenio;CIUDAD BOLIVAR;Moto;CIUDAD BOLIVAR;4°32?10?N 74°08?20?O;CHAPINERO;cluster_0
19889;19889-2;19889-2-2;67;PRI-IN;Sin Dato;JUAN JOSE RONDON;1;1;8;$ 2.000.001 - $ 2.500.000;1;BOGOTA, D.C;Uber ;TransMilenio;CHAPINERO;Moto;CHAPINERO;4°38?45?N 74°03?48?O;CIUDAD BOLIVAR;cluster_0
19894;19894-2;19894-2-2;41;SEC-IN;Mujer;PARAÃ?SO SECTOR EL EDÃ‰N 2;1;1;7;$ 0 - $ 828.116;0;BOGOTA, D.C;Uber ;A pie;CIUDAD BOLIVAR;No tiene vehículo;CIUDAD BOLIVAR;4°32?10?N 74°08?20?O;CIUDAD BOLIVAR;cluster_0
19894;19894-2;19894-2-1;41;SEC-IN;Mujer;PARAÃ?SO SECTOR EL EDÃ‰N 2;1;1;7;$ 0 - $ 828.116;0;BOGOTA, D.C;Uber ;A pie;CIUDAD BOLIVAR;No tiene vehículo;CIUDAD BOLIVAR;4°32?10?N 74°08?20?O;CIUDAD BOLIVAR;cluster_0
19974;19974-2;19974-2-2;50;SEC-IN;Sin Dato;PENÃ?NSULA;2;1;7;$ 3.500.001 - $ 4.900.000;0;BOGOTA, D.C;Uber ;TransMilenio;FONTIBON;No tiene vehículo;FONTIBON;;SAN CRISTOBAL;cluster_0
19974;19974-2;19974-2-1;50;SEC-IN;Sin Dato;PENÃ?NSULA;2;1;7;$ 3.500.001 - $ 4.900.000;0;BOGOTA, D.C;Uber ;TransMilenio;SAN CRISTOBAL;No tiene vehículo;SAN CRISTOBAL;4°33?53?N 74°05?00?O;FONTIBON;cluster_0
19982;19982-2;19982-2-1;26;SEC-COM;Mujer;LA FORTALEZA;3;1;7;$ 0 - $ 828.116;0;BOGOTA, D.C;Uber ;A pie;FONTIBON;No tiene vehículo;FONTIBON;;FONTIBON;cluster_0
20044;20044-2;20044-2-4;45;PRI-IN;Hombre;VERDAD LA AURORA;2;1;8;$ 2.000.001 - $ 2.500.000;1;GACHANCIPA;Uber ;Bicicleta;UPR;Carro;GACHANCIPA;;GACHANCIPA;cluster_0
20044;20044-2;20044-2-3;45;PRI-IN;Hombre;VERDAD LA AURORA;2;1;8;$ 2.000.001 - $ 2.500.000;1;GACHANCIPA;Uber ;Intermunicipal;\N;Carro;\N;;GACHANCIPA;cluster_0
20044;20044-2;20044-2-2;45;PRI-IN;Hombre;VERDAD LA AURORA;2;1;8;$ 2.000.001 - $ 2.500.000;1;GACHANCIPA;Uber ;Intermunicipal;UPR;Carro;GACHANCIPA;;\N;cluster_0
20044;20044-2;20044-2-1;45;PRI-IN;Hombre;VERDAD LA AURORA;2;1;8;$ 2.000.001 - $ 2.500.000;1;GACHANCIPA;Uber ;Intermunicipal;UPR;Carro;GACHANCIPA;;GACHANCIPA;cluster_0
20044;20044-2;20044-2-5;45;PRI-IN;Hombre;VERDAD LA AURORA;2;1;8;$ 2.000.001 - $ 2.500.000;1;GACHANCIPA;Uber ;Bicicleta;UPR;Carro;GACHANCIPA;;GACHANCIPA;cluster_0
2006;2006-2;4/02/2006;27;MED-COM;Mujer;LOS ALMENDROS;2;1;7;$ 2.000.001 - $ 2.500.000;0;BOGOTA, D.C;Uber ;A pie;KENNEDY;No tiene vehículo;KENNEDY;;KENNEDY;cluster_0
2006;2006-2;1/02/2006;27;MED-COM;Mujer;LOS ALMENDROS;2;1;7;$ 2.000.001 - $ 2.500.000;0;BOGOTA, D.C;Uber ;A pie;KENNEDY;No tiene vehículo;KENNEDY;;KENNEDY;cluster_0
2006;2006-2;2/02/2006;27;MED-COM;Mujer;LOS ALMENDROS;2;1;7;$ 2.000.001 - $ 2.500.000;0;BOGOTA, D.C;Uber ;A pie;KENNEDY;No tiene vehículo;KENNEDY;;KENNEDY;cluster_0
2006;2006-2;3/02/2006;27;MED-COM;Mujer;LOS ALMENDROS;2;1;7;$ 2.000.001 - $ 2.500.000;0;BOGOTA, D.C;Uber ;A pie;KENNEDY;No tiene vehículo;KENNEDY;;KENNEDY;cluster_0
2014;2014-2;2/02/2014;42;TEC-IN;Hombre;VILLA DELRIO;3;1;6;$ 0 - $ 828.116;0;BOGOTA, D.C;Uber ;Auto;\N;No tiene vehículo;\N;;BOSA;cluster_0
2014;2014-2;1/02/2014;42;TEC-IN;Hombre;VILLA DELRIO;3;1;6;$ 0 - $ 828.116;0;BOGOTA, D.C;Uber ;Auto;\N;No tiene vehículo;\N;;\N;cluster_0
20142;20142-2;20142-2-2;40;MED-COM;Sin Dato;CENTRO;2;1;6;$828.117 - $ 1.500.000;0;SOPO;;Intermunicipal;\N;No tiene vehículo;\N;;\N;cluster_0
20142;20142-2;20142-2-1;40;MED-COM;Sin Dato;CENTRO;2;1;6;$828.117 - $ 1.500.000;0;SOPO;;Intermunicipal;\N;No tiene vehículo;\N;;\N;cluster_0
20227;20227-2;20227-2-2;55;PRI-IN;Mujer;SAN FRANCISCO SUBA;2;1;6;$ 0 - $ 828.116;0;BOGOTA, D.C;Uber ;SITP Provisional;\N;No tiene vehículo;\N;;SUBA;cluster_0
20227;20227-2;20227-2-1;55;PRI-IN;Mujer;SAN FRANCISCO SUBA;2;1;6;$ 0 - $ 828.116;0;BOGOTA, D.C;Uber ;SITP Provisional;SUBA;No tiene vehículo;SUBA;;\N;cluster_0
2024;2024-2;2/02/2024;57;PRI-COM;Mujer;BUENOS AIRE;1;6;6;$ 2.500.001 - $ 3.500.000;1;BOGOTA, D.C;Uber ;A pie;CIUDAD BOLIVAR;Carro;CIUDAD BOLIVAR;4°32?10?N 74°08?20?O;CIUDAD BOLIVAR;cluster_0
2024;2024-2;1/02/2024;57;PRI-COM;Mujer;BUENOS AIRE;1;6;6;$ 2.500.001 - $ 3.500.000;1;BOGOTA, D.C;Uber ;A pie;CIUDAD BOLIVAR;Carro;CIUDAD BOLIVAR;4°32?10?N 74°08?20?O;CIUDAD BOLIVAR;cluster_0
20250;20250-2;20250-2-1;37;SEC-IN;Mujer;PORVENIR 2;2;1;7;$828.117 - $ 1.500.000;1;BOGOTA, D.C;Uber ;A pie;USME;Moto;USME;;USME;cluster_0
20250;20250-2;20250-2-2;37;SEC-IN;Mujer;PORVENIR 2;2;1;7;$828.117 - $ 1.500.000;1;BOGOTA, D.C;Uber ;A pie;USME;Moto;USME;;USME;cluster_0
20305;20305-2;20305-2-1;24;MED-COM;Mujer;SAN MATEO;3;1;6;$ 2.500.001 - $ 3.500.000;0;SOACHA;Uber ;TransMilenio;UPR;No tiene vehículo;SOACHA;4°34'45.7'' N 74°13'0.6'' O;BARRIOS UNIDOS;cluster_0
20305;20305-2;20305-2-2;24;MED-COM;Mujer;SAN MATEO;3;1;6;$ 2.500.001 - $ 3.500.000;0;SOACHA;Uber ;TransMilenio;BARRIOS UNIDOS;No tiene vehículo;BARRIOS UNIDOS;;SOACHA;cluster_0
20316;20316-2;20316-2-2;60;SEC-COM;Mujer;PARAÃ?SO;1;2;6;No sabe - No responde;0;BOGOTA, D.C;Uber ;A pie;CIUDAD BOLIVAR;No tiene vehículo;CIUDAD BOLIVAR;4°32?10?N 74°08?20?O;CIUDAD BOLIVAR;cluster_0
